"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 17","81.7158","85.1354","86.8839","79.9209","-","-3.38%"
"Dec 16","84.5784","79.5121","86.8791","78.7898","-","6.59%"
"Nov 16","79.3516","76.3663","80.0257","68.9512","-","4.17%"
"Oct 16","76.1737","78.5836","84.5358","76.0292","-","-3.59%"
"Sep 16","79.0094","74.5054","79.1896","70.5418","-","6.47%"
"Aug 16","74.2105","70.5666","81.8756","66.5973","-","5.16%"
"Jul 16","70.5666","83.4925","84.3577","68.8364","-","-15.12%"
"Jun 16","83.1363","84.9319","89.5198","78.9295","-","-2.37%"
"May 16","85.1574","80.3705","87.0825","76.0346","-","5.16%"
"Apr 16","80.9776","69.6165","82.4344","64.4259","-","15.56%"
"Mar 16","70.0734","64.7000","77.6400","64.3345","-","7.76%"
"Feb 16","65.0290","68.7421","69.7387","56.1028","-","-6.84%"
"Jan 16","69.8010","80.6801","82.0089","57.2401","-","-11.92%"
"Dec 15","79.2476","93.7438","94.4150","75.7803","-","-14.96%"
"Nov 15","93.1845","105.8477","110.0987","90.4102","-","-12.26%"
"Oct 15","106.2057","104.8493","116.6340","97.4130","-","2.62%"
"Sep 15","103.4951","110.3351","113.5256","100.4194","-","-9.69%"
"Aug 15","114.6044","111.4908","114.8339","88.5756","-","2.09%"
"Jul 15","112.2532","140.8405","141.2456","111.2526","-","-21.24%"
"Jun 15","142.5320","144.4845","148.9816","137.2180","-","-2.09%"
"May 15","145.5709","146.7055","153.4892","136.4697","-","-0.68%"
"Apr 15","146.5607","120.6899","146.8504","119.9000","-","20.82%"
"Mar 15","121.3015","132.0301","137.5091","112.2294","-","-8.71%"
"Feb 15","132.8711","124.2837","143.7595","124.0449","-","3.81%"
"Jan 15","127.9985","144.0779","144.5024","115.6869","-","-10.17%"
"Dec 14","142.4858","172.7505","184.6588","140.3366","-","-19.33%"
"Nov 14","176.6220","214.3495","215.8981","176.1414","-","-17.74%"
"Oct 14","214.7233","240.7961","244.8256","210.1842","-","-10.56%"
"Sep 14","240.0850","249.7242","250.0139","235.9238","-","-4.06%"
"Aug 14","250.2509","254.6257","256.4716","242.5080","-","-1.95%"
"Jul 14","255.2236","273.6303","273.9943","255.0937","-","-6.26%"
"Jun 14","272.2784","262.5795","276.8281","259.7929","-","3.69%"
"May 14","262.5795","253.3761","267.1557","250.8451","-","3.63%"
"Apr 14","253.3761","254.5529","263.6021","248.2500","-","-0.67%"
"Mar 14","255.0803","255.8587","262.3625","243.6295","-","-0.30%"
"Feb 14","255.8587","241.8032","257.8425","238.8269","-","5.81%"
"Jan 14","241.8032","244.4323","245.7221","226.9463","-","-1.08%"
"Dec 13","244.4323","230.5144","249.9634","230.1415","-","6.04%"
"Nov 13","230.5144","240.2103","240.9562","228.2023","-","-4.07%"
"Oct 13","240.2849","253.0597","258.0799","239.0667","-","-5.05%"
"Sep 13","253.0597","264.8063","271.1372","249.9190","-","-4.44%"
"Aug 13","264.8063","259.6482","275.3165","248.7291","-","3.69%"
"Jul 13","255.3928","236.0615","264.7546","235.9885","-","8.91%"
"Jun 13","234.5052","226.0595","240.6815","224.9378","-","4.56%"
"May 13","224.2793","224.9621","237.3503","220.2800","-","-1.83%"
"Apr 13","228.4494","236.7868","239.0193","211.3547","-","-4.23%"
"Mar 13","238.5286","223.8337","238.7985","220.3256","-","5.16%"
"Feb 13","226.8267","241.2194","243.4274","225.7472","-","-6.22%"
"Jan 13","241.8644","231.9408","243.2786","228.4427","-","5.66%"
"Dec 12","228.9141","223.6502","229.2366","214.2990","-","2.40%"
"Nov 12","223.5496","218.4707","225.7371","212.6626","-","2.51%"
"Oct 12","218.0684","232.5505","237.5680","214.2214","-","-6.81%"
"Sep 12","233.9973","248.0141","255.2929","225.9004","-","-4.72%"
"Aug 12","245.5969","225.4148","249.4296","222.0943","-","9.19%"
"Jul 12","224.9295","214.0739","238.0585","210.7278","-","3.15%"
"Jun 12","218.0585","218.2305","223.7608","198.5694","-","-2.03%"
"May 12","222.5776","269.8557","274.5887","220.9828","-","-17.79%"
"Apr 12","270.7560","266.1573","273.8197","261.6627","-","1.18%"
"Mar 12","267.5859","279.6639","283.9756","265.3002","-","-4.19%"
"Feb 12","279.2743","260.3384","286.5990","250.3708","-","8.11%"
"Jan 12","258.3187","266.2928","273.2892","256.0891","-","-0.53%"
