"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 18","2.916","2.780","2.993","2.740","2.69M","4.82%"
"Jul 18","2.782","2.920","2.927","2.704","2.26M","-4.86%"
"Jun 18","2.924","2.951","3.053","2.873","2.68M","-0.95%"
"May 18","2.952","2.764","2.988","2.695","2.87M","6.84%"
"Apr 18","2.763","2.730","2.839","2.621","2.91M","1.10%"
"Mar 18","2.733","2.668","2.811","2.565","2.55M","2.47%"
"Feb 18","2.667","2.956","2.978","2.530","3.10M","-10.95%"
"Jan 18","2.995","3.030","3.661","2.746","5.35M","1.42%"
"Dec 17","2.953","3.032","3.127","2.568","4.23M","-2.38%"
"Nov 17","3.025","2.906","3.231","2.797","3.82M","4.45%"
"Oct 17","2.896","3.018","3.036","2.723","3.89M","-3.69%"
"Sep 17","3.007","3.027","3.166","2.885","3.17M","-1.09%"
"Aug 17","3.040","2.810","3.045","2.753","2.94M","8.80%"
"Jul 17","2.794","2.949","3.114","2.781","2.74M","-7.94%"
"Jun 17","3.035","3.080","3.128","2.855","3.16M","-1.17%"
"May 17","3.071","3.249","3.431","3.061","3.17M","-6.26%"
"Apr 17","3.276","3.217","3.347","3.022","2.65M","2.70%"
"Mar 17","3.190","2.770","3.242","2.730","3.12M","15.00%"
"Feb 17","2.774","3.134","3.228","2.522","2.63M","-11.00%"
"Jan 17","3.117","3.568","3.568","3.098","2.84M","-16.30%"
"Dec 16","3.724","3.348","3.994","3.242","3.29M","11.10%"
"Nov 16","3.352","2.979","3.367","2.546","2.99M","10.77%"
"Oct 16","3.026","2.905","3.366","2.627","3.33M","4.13%"
"Sep 16","2.906","2.879","3.098","2.665","2.69M","0.66%"
"Aug 16","2.887","2.840","2.943","2.523","2.96M","0.38%"
"Jul 16","2.876","2.931","2.998","2.625","2.36M","-1.64%"
"Jun 16","2.924","2.287","2.974","2.277","3.12M","27.80%"
"May 16","2.288","2.132","2.303","1.909","2.64M","5.05%"
"Apr 16","2.178","1.963","2.195","1.872","3.04M","11.18%"
"Mar 16","1.959","1.707","2.028","1.611","2.81M","14.49%"
"Feb 16","1.711","2.213","2.228","1.682","2.58M","-25.54%"
"Jan 16","2.298","2.366","2.495","2.044","2.48M","-1.67%"
"Dec 15","2.337","2.230","2.387","1.684","3.01M","4.56%"
"Nov 15","2.235","2.268","2.460","2.051","2.50M","-3.71%"
"Oct 15","2.321","2.522","2.578","1.948","2.94M","-8.04%"
"Sep 15","2.524","2.686","2.794","2.511","2.26M","-6.14%"
"Aug 15","2.689","2.725","2.934","2.624","2.54M","-0.99%"
"Jul 15","2.716","2.816","2.951","2.644","2.61M","-4.10%"
"Jun 15","2.832","2.615","2.955","2.556","3.00M","7.19%"
"May 15","2.642","2.737","3.105","2.633","2.43M","-3.96%"
"Apr 15","2.751","2.637","2.770","2.443","2.44M","4.20%"
"Mar 15","2.640","2.691","2.935","2.578","2.36M","-3.44%"
"Feb 15","2.734","2.664","3.039","2.567","2.49M","1.60%"
"Jan 15","2.691","2.845","3.352","2.637","2.64M","-6.85%"
"Dec 14","2.889","3.975","4.041","2.882","2.62M","-29.33%"
"Nov 14","4.088","4.007","4.544","3.931","3.01M","5.55%"
"Oct 14","3.873","4.130","4.184","3.541","2.38M","-6.02%"
"Sep 14","4.121","4.048","4.178","3.761","2.20M","1.38%"
"Aug 14","4.065","3.829","4.101","3.727","1.97M","5.83%"
"Jul 14","3.841","4.447","4.488","3.723","1.83M","-13.90%"
"Jun 14","4.461","4.551","4.886","4.350","2.09M","-1.78%"
"May 14","4.542","4.797","4.827","4.289","1.89M","-5.67%"
"Apr 14","4.815","4.367","4.852","4.221","2.04M","10.16%"
"Mar 14","4.371","4.690","4.736","4.262","1.94M","-5.16%"
"Feb 14","4.609","4.850","6.493","4.441","3.18M","-6.76%"
"Jan 14","4.943","4.232","5.725","3.953","3.36M","16.86%"
"Dec 13","4.230","3.911","4.532","3.897","2.99M","6.98%"
"Nov 13","3.954","3.574","3.962","3.379","2.08M","10.42%"
"Oct 13","3.581","3.557","3.869","3.480","2.75M","0.59%"
"Sep 13","3.560","3.601","3.820","3.402","2.05M","-0.59%"
"Aug 13","3.581","3.452","3.655","3.129","2.62M","3.92%"
"Jul 13","3.446","3.547","3.835","3.413","2.16M","-3.34%"
"Jun 13","3.565","3.963","4.040","3.526","2.45M","-10.52%"
"May 13","3.984","4.340","4.444","3.883","2.59M","-8.27%"
"Apr 13","4.343","3.969","4.429","3.861","3.45M","7.93%"
"Mar 13","4.024","3.491","4.121","3.408","2.75M","15.43%"
"Feb 13","3.486","3.328","3.554","3.125","2.61M","4.40%"
"Jan 13","3.339","3.348","3.645","3.050","2.63M","-0.36%"
"Dec 12","3.351","3.553","3.748","3.261","2.50M","-5.90%"
"Nov 12","3.561","3.692","3.933","3.470","2.30M","-3.55%"
"Oct 12","3.692","3.325","3.820","3.325","3.55M","11.20%"
"Sep 12","3.320","2.806","3.330","2.647","2.81M","18.61%"
"Aug 12","2.799","3.217","3.241","2.575","3.31M","-12.78%"
"Jul 12","3.209","2.804","3.277","2.718","2.72M","13.63%"
"Jun 12","2.824","2.408","2.946","2.168","3.10M","16.60%"
"May 12","2.422","2.311","2.759","2.236","3.18M","6.00%"
"Apr 12","2.285","2.122","2.320","1.902","2.44M","7.48%"
"Mar 12","2.126","2.593","2.597","2.101","2.47M","-18.73%"
"Feb 12","2.616","2.465","2.733","2.340","3.23M","4.51%"
"Jan 12","2.503","2.969","3.123","2.231","3.12M","-16.26%"
