"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 11","245.0702","207.4910","247.8874","198.2134","-","17.07%"
"Sep 11","209.3412","235.4032","239.3680","205.2179","-","-11.17%"
"Aug 11","235.6675","258.2498","263.1355","209.2441","-","-7.76%"
"Jul 11","255.4999","253.0703","268.5552","251.1748","-","-0.27%"
"Jun 11","256.1940","277.2312","277.4200","240.7626","-","-7.55%"
"May 11","277.1232","304.0260","311.0418","257.8028","-","-10.25%"
"Apr 11","308.7752","292.3449","309.3958","287.2151","-","6.08%"
"Mar 11","291.0902","271.5333","295.2089","267.0873","-","8.19%"
"Feb 11","269.0512","267.7104","281.3254","246.2211","-","-0.20%"
"Jan 11","269.5819","272.2429","273.2957","250.0483","-","-0.03%"
"Dec 10","269.6696","252.9558","271.5119","248.7270","-","8.42%"
"Nov 10","248.7270","244.7053","262.1526","237.4011","-","2.39%"
"Oct 10","242.9310","244.0281","254.3303","238.8501","-","0.85%"
"Sep 10","240.8953","223.7552","241.0459","221.5261","-","8.74%"
"Aug 10","221.5261","243.8189","253.2822","215.3508","-","-8.08%"
"Jul 10","241.0104","229.3491","243.2694","219.7941","-","3.66%"
"Jun 10","232.4933","227.0348","246.6579","222.2217","-","-0.09%"
"May 10","232.6974","279.3186","282.4015","211.2428","-","-16.29%"
"Apr 10","277.9659","271.9418","279.7804","263.2749","-","3.30%"
"Mar 10","269.0826","256.6180","269.3718","251.9919","-","4.69%"
"Feb 10","257.0356","238.5371","260.1196","225.9244","-","8.48%"
"Jan 10","236.9443","265.0304","274.1974","235.4489","-","-8.91%"
"Dec 09","260.1218","265.6092","269.2888","236.7128","-","-1.20%"
"Nov 09","263.2925","267.1424","278.2492","248.6424","-","-0.46%"
"Oct 09","264.5190","241.4920","281.3500","235.0660","-","8.45%"
"Sep 09","243.9100","244.0820","254.1690","224.7040","-","-0.07%"
"Aug 09","244.0820","257.8840","263.4170","238.0030","-","-2.82%"
"Jul 09","251.1570","260.1620","263.0550","214.4510","-","-1.96%"
"Jun 09","256.1840","250.6410","270.1490","240.6380","-","4.28%"
"May 09","245.6770","192.8440","246.2690","192.5100","-","26.84%"
"Apr 09","193.6960","196.9210","216.0000","181.8030","-","-4.53%"
"Mar 09","202.8860","183.9290","223.3130","171.1820","-","5.91%"
"Feb 09","191.5690","208.4990","219.2880","161.0500","-","-10.54%"
"Jan 09","214.1500","233.0580","281.2520","204.7990","-","-14.22%"
"Dec 08","249.6540","293.7810","296.1100","195.2430","-","-19.29%"
"Nov 08","309.3310","383.1550","411.2860","274.7210","-","-20.52%"
"Oct 08","389.1790","564.7860","573.5360","352.2950","-","-31.93%"
"Sep 08","571.7750","619.6690","630.8610","513.7110","-","-13.13%"
"Aug 08","658.1880","702.0360","732.8070","636.2010","-","-6.91%"
"Jul 08","707.0510","814.0650","842.7850","686.1950","-","-11.74%"
"Jun 08","801.0730","720.5490","817.9400","697.6460","-","9.86%"
"May 08","729.1960","643.8790","771.9680","627.5030","-","12.97%"
"Apr 08","645.4830","570.9210","678.2350","563.6180","-","12.24%"
"Mar 08","575.1110","571.4310","621.1400","556.7110","-","0.16%"
"Feb 08","574.2050","520.7330","579.9230","487.9710","-","10.61%"
"Jan 08","519.1480","548.9110","564.5280","487.8580","-","-4.21%"
"Dec 07","541.9510","494.8500","551.9100","486.5530","-","8.23%"
"Nov 07","500.7210","530.4110","560.8910","499.2530","-","-4.89%"
"Oct 07","526.4600","451.5220","527.3060","434.7800","-","16.18%"
"Sep 07","453.1310","407.4080","494.9710","404.0230","-","11.37%"
"Aug 07","406.8530","429.2220","434.4620","379.8850","-","-5.68%"
"Jul 07","431.3730","391.2200","431.7590","386.0900","-","10.19%"
"Jun 07","391.4950","361.0920","393.3710","360.6400","-","8.28%"
"May 07","361.5440","379.1660","382.8380","352.2240","-","-4.76%"
"Apr 07","379.6180","396.5600","403.4570","364.7630","-","-4.74%"
"Mar 07","398.4960","382.0410","403.5170","341.5070","-","4.46%"
"Feb 07","381.4960","360.6280","418.3390","349.3720","-","5.84%"
"Jan 07","360.4420","382.2640","382.5120","316.1770","-","-6.80%"
"Dec 06","386.7280","398.9280","405.8250","380.0330","-","-4.07%"
"Nov 06","403.1420","385.8370","445.0980","329.3850","-","4.16%"
"Oct 06","387.0500","419.5310","420.6040","376.7690","-","-8.18%"
"Sep 06","421.5420","436.3500","454.9780","399.6970","-","-11.98%"
"Aug 06","478.9000","478.9000","478.9000","478.9000","-","-6.66%"
"Jul 06","513.0900","513.0900","513.0900","513.0900","-","-0.55%"
"Jun 06","515.9200","515.9200","515.9200","515.9200","-","2.62%"
"May 06","502.7300","502.7300","502.7300","502.7300","-","-3.01%"
"Apr 06","518.3200","518.3200","518.3200","518.3200","-","6.78%"
"Mar 06","485.4100","485.4100","485.4100","485.4100","-","5.74%"
"Feb 06","459.0400","459.0400","459.0400","459.0400","-","-9.92%"
"Jan 06","509.5720","509.5720","509.5720","509.5720","-","9.73%"
"Dec 05","464.4070","464.4070","464.4070","464.4070","-","5.22%"
"Nov 05","441.3790","441.3790","441.3790","441.3790","-","-5.08%"
"Oct 05","465.0190","465.0190","465.0190","465.0190","-","-8.83%"
"Sep 05","510.0520","510.0520","510.0520","510.0520","-","-4.57%"
"Aug 05","534.4620","534.4620","534.4620","534.4620","-","11.66%"
"Jul 05","478.6470","478.6470","478.6470","478.6470","-","5.08%"
"Jun 05","455.4930","455.4930","455.4930","455.4930","-","6.82%"
"May 05","426.4020","426.4020","426.4020","426.4020","-","1.01%"
"Apr 05","422.1360","422.1360","422.1360","422.1360","-","-11.00%"
"Mar 05","474.2970","474.2970","474.2970","474.2970","-","5.87%"
"Feb 05","448.0140","448.0140","448.0140","448.0140","-","6.46%"
"Jan 05","420.8210","420.8210","420.8210","420.8210","-","10.47%"
"Dec 04","380.9210","380.9210","380.9210","380.9210","-","-12.75%"
"Nov 04","436.5970","436.5970","436.5970","436.5970","-","-4.79%"
"Oct 04","458.5470","458.5470","458.5470","458.5470","-","5.83%"
"Sep 04","433.2970","433.2970","433.2970","433.2970","-","18.08%"
"Aug 04","366.9580","366.9580","366.9580","366.9580","-","-1.98%"
"Jul 04","374.3520","374.3520","374.3520","374.3520","-","17.93%"
"Jun 04","317.4300","317.4300","317.4300","317.4300","-","-7.08%"
"May 04","341.6080","341.6080","341.6080","341.6080","-","7.55%"
"Apr 04","317.6240","317.6240","317.6240","317.6240","-","6.49%"
"Mar 04","298.2740","298.2740","298.2740","298.2740","-","1.48%"
"Feb 04","293.9370","293.9370","293.9370","293.9370","-","10.95%"
"Jan 04","264.9230","264.9230","264.9230","264.9230","-","2.39%"
"Dec 03","258.7510","258.7510","258.7510","258.7510","-","8.05%"
"Nov 03","239.4820","239.4820","239.4820","239.4820","-","5.41%"
"Oct 03","227.1970","227.1970","227.1970","227.1970","-","-0.11%"
"Sep 03","227.4400","227.4400","227.4400","227.4400","-","-6.74%"
"Aug 03","243.8750","243.8750","243.8750","243.8750","-","4.37%"
"Jul 03","233.6720","233.6720","233.6720","233.6720","-","2.59%"
"Jun 03","227.7810","227.7810","227.7810","227.7810","-","7.25%"
"May 03","212.3760","212.3760","212.3760","212.3760","-","16.10%"
"Apr 03","182.9190","182.9190","182.9190","182.9190","-","-12.89%"
"Mar 03","209.9850","209.9850","209.9850","209.9850","-","-10.88%"
"Feb 03","235.6240","235.6240","235.6240","235.6240","-","10.77%"
"Jan 03","212.7240","212.7240","212.7240","212.7240","-","9.55%"
"Dec 02","194.1880","194.1880","194.1880","194.1880","-","15.29%"
"Nov 02","168.4380","168.4380","168.4380","168.4380","-","0.04%"
"Oct 02","168.3750","168.3750","168.3750","168.3750","-","-10.77%"
"Sep 02","188.6980","188.6980","188.6980","188.6980","-","5.73%"
"Aug 02","178.4730","178.4730","178.4730","178.4730","-","10.12%"
"Jul 02","162.0670","162.0670","162.0670","162.0670","-","1.16%"
"Jun 02","160.2080","160.2080","160.2080","160.2080","-","4.27%"
"May 02","153.6520","153.6520","153.6520","153.6520","-","-6.02%"
"Apr 02","163.4870","163.4870","163.4870","163.4870","-","2.27%"
"Mar 02","159.8580","159.8580","159.8580","159.8580","-","19.81%"
"Feb 02","133.4280","133.4280","133.4280","133.4280","-","9.96%"
"Jan 02","121.3400","121.3400","121.3400","121.3400","-","-3.13%"
"Dec 01","125.2640","125.2640","125.2640","125.2640","-","-0.19%"
"Nov 01","125.5040","125.5040","125.5040","125.5040","-","-8.82%"
"Oct 01","137.6410","137.6410","137.6410","137.6410","-","-11.12%"
"Sep 01","154.8660","154.8660","154.8660","154.8660","-","-14.33%"
"Aug 01","180.7770","180.7770","180.7770","180.7770","-","6.47%"
"Jul 01","169.7930","169.7930","169.7930","169.7930","-","1.00%"
"Jun 01","168.1180","168.1180","168.1180","168.1180","-","-8.73%"
"May 01","184.2080","184.2080","184.2080","184.2080","-","-1.70%"
"Apr 01","187.3900","187.3900","187.3900","187.3900","-","8.20%"
"Mar 01","173.1910","173.1910","173.1910","173.1910","-","-4.40%"
"Feb 01","181.1620","181.1620","181.1620","181.1620","-","-1.49%"
"Jan 01","183.9100","183.9100","183.9100","183.9100","-","10.32%"
"Dec 00","166.7130","166.7130","166.7130","166.7130","-","-20.63%"
"Nov 00","210.0350","210.0350","210.0350","210.0350","-","7.19%"
"Oct 00","195.9380","195.9380","195.9380","195.9380","-","3.60%"
"Sep 00","189.1270","189.1270","189.1270","189.1270","-","-4.25%"
"Aug 00","197.5290","197.5290","197.5290","197.5290","-","20.84%"
"Jul 00","163.4650","163.4650","163.4650","163.4650","-","-11.89%"
"Jun 00","185.5150","185.5150","185.5150","185.5150","-","13.99%"
"May 00","162.7460","162.7460","162.7460","162.7460","-","13.85%"
"Apr 00","142.9430","142.9430","142.9430","142.9430","-","-1.91%"
"Mar 00","145.7230","145.7230","145.7230","145.7230","-","-6.76%"
"Feb 00","156.2860","156.2860","156.2860","156.2860","-","11.81%"
"Jan 00","139.7760","139.7760","139.7760","139.7760","-","11.50%"
"Dec 99","125.3640","125.3640","125.3640","125.3640","-","6.65%"
"Nov 99","117.5470","117.5470","117.5470","117.5470","-","13.01%"
"Oct 99","104.0190","104.0190","104.0190","104.0190","-","-10.46%"
"Sep 99","116.1660","116.1660","116.1660","116.1660","-","11.06%"
"Aug 99","104.6020","104.6020","104.6020","104.6020","-","7.45%"
"Jul 99","97.3510","97.3510","97.3510","97.3510","-","6.37%"
"Jun 99","91.5180","91.5180","91.5180","91.5180","-","14.44%"
"May 99","79.9680","79.9680","79.9680","79.9680","-","-8.18%"
"Apr 99","87.0910","87.0910","87.0910","87.0910","-","9.29%"
"Mar 99","79.6860","79.6860","79.6860","79.6860","-","35.16%"
"Feb 99","58.9570","58.9570","58.9570","58.9570","-","-4.95%"
"Jan 99","62.0260","62.0260","62.0260","62.0260","-","4.59%"
"Dec 98","59.3020","59.3020","59.3020","59.3020","-","1.55%"
"Nov 98","58.3940","58.3940","58.3940","58.3940","-","-23.20%"
"Oct 98","76.0370","76.0370","76.0370","76.0370","-","-11.68%"
"Sep 98","86.0920","86.0920","86.0920","86.0920","-","18.76%"
"Aug 98","72.4900","72.4900","72.4900","72.4900","-","-9.40%"
"Jul 98","80.0130","80.0130","80.0130","80.0130","-","-3.14%"
"Jun 98","82.6030","82.6030","82.6030","82.6030","-","-12.97%"
"May 98","94.9160","94.9160","94.9160","94.9160","-","-5.00%"
"Apr 98","99.9110","99.9110","99.9110","99.9110","-","-1.81%"
"Mar 98","101.7540","101.7540","101.7540","101.7540","-","-1.01%"
"Feb 98","102.7970","102.7970","102.7970","102.7970","-","-10.86%"
"Jan 98","115.3210","115.3210","115.3210","115.3210","-","-3.48%"
"Dec 97","119.4760","119.4760","119.4760","119.4760","-","-7.99%"
"Nov 97","129.8510","129.8510","129.8510","129.8510","-","-10.58%"
"Oct 97","145.2080","145.2080","145.2080","145.2080","-","0.48%"
"Sep 97","144.5190","144.5190","144.5190","144.5190","-","7.30%"
"Aug 97","134.6930","134.6930","134.6930","134.6930","-","-3.39%"
"Jul 97","139.4140","139.4140","139.4140","139.4140","-","1.51%"
"Jun 97","137.3370","137.3370","137.3370","137.3370","-","-7.48%"
"May 97","148.4400","148.4400","148.4400","148.4400","-","3.32%"
"Apr 97","143.6770","143.6770","143.6770","143.6770","-","-1.67%"
"Mar 97","146.1170","146.1170","146.1170","146.1170","-","1.85%"
"Feb 97","143.4680","143.4680","143.4680","143.4680","-","-15.12%"
"Jan 97","169.0200","169.0200","169.0200","169.0200","-","-4.32%"
"Dec 96","176.6490","176.6490","176.6490","176.6490","-","9.09%"
"Nov 96","161.9360","161.9360","161.9360","161.9360","-","4.68%"
"Oct 96","154.7000","154.7000","154.7000","154.7000","-","-1.51%"
"Sep 96","157.0720","157.0720","157.0720","157.0720","-","12.30%"
"Aug 96","139.8700","139.8700","139.8700","139.8700","-","11.86%"
"Jul 96","125.0360","125.0360","125.0360","125.0360","-","1.59%"
"Jun 96","123.0760","123.0760","123.0760","123.0760","-","8.79%"
"May 96","113.1300","113.1300","113.1300","113.1300","-","-2.42%"
"Apr 96","115.9360","115.9360","115.9360","115.9360","-","11.07%"
"Mar 96","104.3850","104.3850","104.3850","104.3850","-","14.69%"
"Feb 96","91.0150","91.0150","91.0150","91.0150","-","9.86%"
"Jan 96","82.8450","82.8450","82.8450","82.8450","-","-6.93%"
"Dec 95","89.0090","89.0090","89.0090","89.0090","-","8.20%"
"Nov 95","82.2670","82.2670","82.2670","82.2670","-","4.48%"
"Oct 95","78.7370","78.7370","78.7370","78.7370","-","1.08%"
"Sep 95","77.8920","77.8920","77.8920","77.8920","-","-0.11%"
"Aug 95","77.9810","77.9810","77.9810","77.9810","-","1.97%"
"Jul 95","76.4720","76.4720","76.4720","76.4720","-","1.80%"
"Jun 95","75.1220","75.1220","75.1220","75.1220","-","-7.12%"
"May 95","80.8830","80.8830","80.8830","80.8830","-","-5.79%"
"Apr 95","85.8500","85.8500","85.8500","85.8500","-","6.41%"
"Mar 95","80.6750","80.6750","80.6750","80.6750","-","4.47%"
"Feb 95","77.2240","77.2240","77.2240","77.2240","-","1.61%"
"Jan 95","76.0040","76.0040","76.0040","76.0040","-","3.84%"
"Dec 94","73.1930","73.1930","73.1930","73.1930","-","-2.41%"
"Nov 94","75.0020","75.0020","75.0020","75.0020","-","0.17%"
"Oct 94","74.8780","74.8780","74.8780","74.8780","-","-3.01%"
"Sep 94","77.2050","77.2050","77.2050","77.2050","-","4.67%"
"Aug 94","73.7630","73.7630","73.7630","73.7630","-","-11.68%"
"Jul 94","83.5190","83.5190","83.5190","83.5190","-","7.81%"
"Jun 94","77.4710","77.4710","77.4710","77.4710","-","7.62%"
"May 94","71.9850","71.9850","71.9850","71.9850","-","9.57%"
"Apr 94","65.6950","65.6950","65.6950","65.6950","-","13.23%"
"Mar 94","58.0170","58.0170","58.0170","58.0170","-","1.02%"
"Feb 94","57.4290","57.4290","57.4290","57.4290","-","-5.47%"
"Jan 94","60.7510","60.7510","60.7510","60.7510","-","4.11%"
"Dec 93","58.3520","58.3520","58.3520","58.3520","-","-9.36%"
"Nov 93","64.3790","64.3790","64.3790","64.3790","-","-9.87%"
"Oct 93","71.4300","71.4300","71.4300","71.4300","-","-10.20%"
"Sep 93","79.5470","79.5470","79.5470","79.5470","-","1.29%"
"Aug 93","78.5310","78.5310","78.5310","78.5310","-","0.23%"
"Jul 93","78.3540","78.3540","78.3540","78.3540","-","-6.44%"
"Jun 93","83.7440","83.7440","83.7440","83.7440","-","-6.59%"
"May 93","89.6550","89.6550","89.6550","89.6550","-","-3.28%"
"Apr 93","92.7000","92.7000","92.7000","92.7000","-","-0.07%"
"Mar 93","92.7660","92.7660","92.7660","92.7660","-","-0.97%"
"Feb 93","93.6730","93.6730","93.6730","93.6730","-","1.87%"
"Jan 93","91.9490","91.9490","91.9490","91.9490","-","3.31%"
"Dec 92","88.9990","88.9990","88.9990","88.9990","-","-2.32%"
"Nov 92","91.1140","91.1140","91.1140","91.1140","-","-3.68%"
"Oct 92","94.5950","94.5950","94.5950","94.5950","-","-4.12%"
"Sep 92","98.6590","98.6590","98.6590","98.6590","-","1.59%"
"Aug 92","97.1130","97.1130","97.1130","97.1130","-","-1.71%"
"Jul 92","98.8030","98.8030","98.8030","98.8030","-","1.39%"
"Jun 92","97.4470","97.4470","97.4470","97.4470","-","-1.76%"
"May 92","99.1940","99.1940","99.1940","99.1940","-","5.84%"
"Apr 92","93.7200","93.7200","93.7200","93.7200","-","7.43%"
"Mar 92","87.2420","87.2420","87.2420","87.2420","-","3.13%"
"Feb 92","84.5940","84.5940","84.5940","84.5940","-","-1.04%"
"Jan 92","85.4790","85.4790","85.4790","85.4790","-","-1.15%"
"Dec 91","86.4740","86.4740","86.4740","86.4740","-","-10.91%"
"Nov 91","97.0620","97.0620","97.0620","97.0620","-","-7.21%"
"Oct 91","104.6080","104.6080","104.6080","104.6080","-","5.88%"
"Sep 91","98.8030","98.8030","98.8030","98.8030","-","0.41%"
"Aug 91","98.4030","98.4030","98.4030","98.4030","-","3.00%"
"Jul 91","95.5370","95.5370","95.5370","95.5370","-","5.55%"
"Jun 91","90.5140","90.5140","90.5140","90.5140","-","-4.23%"
"May 91","94.5130","94.5130","94.5130","94.5130","-","1.93%"
"Apr 91","92.7230","92.7230","92.7230","92.7230","-","8.54%"
"Mar 91","85.4300","85.4300","85.4300","85.4300","-","4.64%"
"Feb 91","81.6440","81.6440","81.6440","81.6440","-","-1.83%"
